Names,Meanings,Sentences,Collocations,Tags,Pronunciations,Level,Name
"suit
suitable",適切な、相応しい(目的と手段が合っている),"The tie suits you. そのネクタイはあなたに合っています
I’m not suited to be a farmer. 私は農家には不向きだ
This tool is suited to be used in cooking. この道具は料理で使うことに適しています
This shoe is suited for soccer. この靴はサッカーをするのにふさわしい
Finding a time that suits everyone is going to be difficult. みんなが合う時間を見つけるのは難しいだろうね
It suited her purpose to let him believe the lie. 彼に嘘を信じ込ませるというのは彼女の目的に合っていた
There are countryside walks to suit everyone. 誰でも楽しめる田舎の散歩道があります
This book is suitable for beginners. この本は初心者に適しています
*C++ is not suitable to create a web application. C++はウェブアプリを作るのには向いていないよ
*Japanese is not a suitable language for rap. 日本語はラップには向いていない言語だと思います",,良さ,,,suit
"reward
rewarding","報い、報酬、褒美、報いる、褒美を与える
充実した、やりがいのある","Your effort will be rewarded. 努力は報われる
My efforts were well rewarded. 苦労した甲斐があった",,良さ,,,reward
respectable,尊敬に値する,*I think it’s respectable to be kind to elderly people. お年寄りに優しくすることは良いことだ,,良さ,,,respectable
proper,適切な、正しい,A putter is not the proper club to use in a bunker. パターはバンカーで使うには適切なゴルフクラブではない,,良さ,,,proper
pointless,無駄である,"The whole discussion was utterly pointless. この議論は全く無意味なものでした
I knew it was pointless expecting him to change his mind. 彼の気持ちが変わることを期待しても無駄だと思っていた",,良さ,,,pointless
"pleasant
pleasing","好ましい
心地いい、満足な、喜ばしい",One of the reasons I chose to live here was pleasant surroundings. ここに住むことにした理由の一つは、良い環境です,,良さ,"ˈpleznt
ˈpliːzɪŋ",,pleasant
must-have,,,,良さ,,,must-have
more than enough,十分すぎるくらいの、余裕だ,"The house has more than enough space for the two of us. その家は僕たち二人には十分すぎるくらいだね
I had more than enough. It was delicious. 十分頂きました。美味しかったです
Generally 1024 is more than enough for normal email. 通常のメールなら1024ビットあれば十分でしょう
We have more than enough problems. 嫌と言うほど問題を抱えている",,良さ,,,more than enough
leading,一流の、第一線の、首位の,"He's a leading business analyst.
She was one of America's leading athletes.
It is the leading software provider in the domestic PC market.",,良さ,,,leading
it's not a good idea to do,〜するのは好ましくない,It's not a good idea to swim when I'm so hungry. こんなに空腹なときに泳ぐのは危険だ(好ましくない),,良さ,,,it's not a good idea to do
"innovative
innovation","革新的な
革新",,,良さ,,,innovative
inappropriate,不適切、相応しくない,"We have received a complaint about an inappropriate attitude toward a customer. お客様への態度が不適切だったとの苦情が出ています
A poster showing a nude woman is wholly inappropriate for the office. 裸の女性が描かれたポスターは、オフィスには全くふさわしくありません",,良さ,,,inappropriate
"impact
impactful","影響を与える、激突する、影響、衝撃
影響力のある",,,良さ,,,impact
hassle,煩わしい、面倒な、骨の折れる,,,良さ,,,hassle
"harmful
harmfully
harmless
harmlessly","有害な、害のある
害を及ぼすように
無害の、害のない
害はなく","Too much drinking is harmful to your health.
This group of chemicals is known to be harmful to people with asthma.
The bacteria is harmless to humans.
The missile fell harmlessly into the ocean.",,良さ,,,harmful
extraordinary,並外れた、非凡な、驚くべき,"She has an extraordinary talent for drawing. 彼女は非凡な絵の才能を持っている
This ordinary hamburger is delicious, but if you add cheese it becomes extraordinary. このハンバーガーは美味しいけど、チーズを入れるともっと美味しくなるよ",,良さ,,,extraordinary
doubtful,疑わしい、怪しい,"Its reliability is doubtful. それの信憑性は疑わしい
It's doubtful if he'll keep his promise.",,良さ,,,doubtful
"defect
defective","欠陥、不備
欠陥のある",,,良さ,,,defect
"compliment
complimentary","褒める、賞賛、光栄なこと、敬意を表す行動
賞賛の、お世辞の、無料の","She complimented on my new haircut. 彼女は私の新しい髪型を褒めてくれました
It's a great compliment to be asked to do the job. その仕事を依頼されるのは、とても光栄なことです
When you get a compliment, receive it with a smile and say ""thank you."" 褒められた時は、笑顔で受け止めて、「ありがとう」と言いましょう
Soft drinks are complimentary. ソフトドリンクは無料でお召し上がりになれます
The hotel offered complimentary coupons for breakfast. そのホテルは無料朝食クーポンを出していた",,良さ,,,compliment
"commend
commendable","褒める
賞賛に値する、立派な","She was commended on her handling of the situation.
His book was highly commended.
The young soldiers showed commendable bravery on the battlefield.",,良さ,,,commend
short on,〜が足りていない,"We're short on time. 時間がない
I sometimes feel short on self-confidence. 時々自分に自信が持てない","time
money/cash
sleep
creativity
imagination
manpower
choice",量,,,short on
beyond,〜の向こう側に、〜よりも、〜の域を超えて、〜以降は、非常に,"The road continues beyond the village up into the hills. 道は村の向こうの丘陵地帯に続いている
Our success was far beyond what we thought possible. 私たちの想像をはるかに超えた成功でした
I know what I'll be doing for the next three weeks but I haven't thought beyond that. 3週間の予定は決まっていますが、その先のことは考えていません
He's beyond cool. 彼は超格好いいです",,"位置, 時間, 程度",,,beyond
heart,心臓、核となる部分,,,"便利, 身体",,,heart
whatnot,物置棚、その他諸々,"I'm always busy with whatnot. 私は、何やかやといつも忙しい
I've been stuck in meetings, appointments and whatnot since this morning. 今朝から私は、会議や面会や何やかやで忙殺されている",,物,,,whatnot
take off,脱ぐ,,,動作,,,take off
lift,持ち上げる、向上させる、(規則などを)取りやめる,Can you help me lift the box? この箱を持ち上げるのを手伝ってもらえませんか？,,動作,,,lift
hold (down),押さえる,I had to hold my skirt down all the way.,,動作,,,hold (down)
get out of A,外に出る、抜け出す、脱ぐ、逃れる、避ける,"The taxi stopped in front of the hotel and a beautiful woman got out of it. タクシーはホテルの前で停まり、きれいな女性が降りてきた
He tried to get out of the meeting. 彼は会議から逃れようとした
As soon as I got home, I got out of the wet clothes. 家に着くとすぐに、私は濡れた服を脱いだ
You should get out of that strange habit. その変な習慣はやめるべきだよ
*I want to get out of Japan in the future because it is a comfort zone here.","[place]
[vehicle]
[clothes]
habit",動作,,,get out of A
